transaction_hash,wallet_address,event_id,transaction_type,status,timestamp,ticket_count,price_paid,original_event_price,markup_pct,ip_hash,is_resale,scalping_label,fraud_label,risk_score
0x0ed99a5744b141738e830cb30739cbd133c73e88,0xe5eb0a16e2364144a487cdb661e19ccc,EVT_023,PURCHASE,SUCCESS,2025-12-15 10:48:33.640398,3,389.0,389,0.0,ded29991c4f2fd32765ff104bbd6bc90,False,0,0,0
0xc26371b2b32940bfa3c211c8d325114443b3bb82,0x028e73c5b9d44d039ecf096fe8c68dcd,EVT_029,PURCHASE,SUCCESS,2025-12-15 10:50:07.640417,3,228.0,228,0.0,a17c1f0275029360ea2423b207a8885c,False,0,0,0
0x176bfc2ae555435881ccce713a058627c28b8611,0xde84e4bcdb4b4f1da5ef2a4354fed81e,EVT_041,RESALE_LISTING,SUCCESS,2025-12-15 10:54:57.640451,3,925.55,310,198.56,0771d66f47f9ce8c3a5b476568f3ce28,True,1,0,30
0x0eb5efefc7944f13bd91275663ce9fe59655a2a8,0x4ee6275119d8456193627cf7d35a7c25,EVT_049,PURCHASE,SUCCESS,2025-12-15 10:56:59.645976,3,271.0,271,0.0,cfada32fdfab1860a19849c7e6de0a36,False,0,0,0
0x15e3132ab8444925af46bd5a4cd050d4107efeb8,0x3789347500614931aa426e58239ae9d4,EVT_010,PURCHASE,SUCCESS,2025-12-15 11:09:56.640350,4,144.0,144,0.0,2c8df6f30756a69feb7bfd5389128d6e,False,0,0,0
0x60a5d4a64f0949e9917b4a5ab98659eb45a97963,0xf08b6eb0ec25417eb46ee125df1c643f,EVT_032,PURCHASE,SUCCESS,2025-12-15 11:27:12.640425,2,127.0,127,0.0,21442055680f1dccb12a5d9cb78e6fda,False,0,0,0
0x8d9e05c3919e4925b995f2546e199dac9a31856b,0x1d120a62a79444089fa394af8a50cbf0,EVT_009,PURCHASE_ATTEMPT,FAILED,2025-12-15 11:32:15.640347,8,141.0,141,0.0,4ac0e0d66051525553c06c9dc676ec2f,False,0,1,70
0xcae085dd2d204288aa619293b6cdfae2e03465e8,0x2dd06151840a46008b12f87baa5ec1ba,EVT_008,PURCHASE,SUCCESS,2025-12-15 11:38:22.640344,1,474.0,474,0.0,d9fd151b45418ea09bd3ec26bd14c62c,False,0,0,0
0xc3039159a646447281c76e5997d37adf9bc67a3f,0xbcc872705d4745498b7935f149ef1735,EVT_036,PURCHASE,SUCCESS,2025-12-15 11:54:42.640437,2,230.0,230,0.0,ce18ab0eed5178d1de34f4980f311ccb,False,0,0,0
0x1b6d068792c24adfa3b033a2a58980f7da0e6511,0xc3ea247a7cce4ba497a59d69a8abfd80,EVT_010,PURCHASE,SUCCESS,2025-12-15 12:03:25.640350,1,144.0,144,0.0,e53d14e90f60725a4be51e568d72a94b,False,0,0,0
0x2b6efc0ab38843649bdfaac6be666c5abdee59cf,0x22e0c87e63d447d6860937474ec094a3,EVT_042,PURCHASE,SUCCESS,2025-12-15 12:17:18.640454,2,142.0,142,0.0,eda6cc3d2a6a3b084bcc575646f5fc14,False,0,0,0
0xdfc1249b26ed4eed98ab7026ad18a291fae6b20e,0x1c4a4f77f2794637a309cda355dd9a8d,EVT_006,PURCHASE,SUCCESS,2025-12-15 12:17:59.640338,1,78.0,78,0.0,2fb153fc6bc5c89605090a9be15e32f5,False,0,0,0
0x855d15c4b56f4e749f7f796a60bd555823736bc1,0x001376862c0f42f79e317eda8ae96f57,EVT_034,PURCHASE,SUCCESS,2025-12-15 12:20:16.640431,4,498.0,498,0.0,10139928e77bc7f5124024aae467c602,False,0,0,0
0xf10025eb55914677b489d9a38447aa58956e97bf,0x639b859b8b5d4eb6a9314ca18b7f6cd5,EVT_032,PURCHASE,SUCCESS,2025-12-15 12:24:05.640425,2,127.0,127,0.0,7082ec98b1edba49499c94db78960782,False,0,0,0
0xbaed9883965c40aab0f90172eb032c08b1ca55a7,0x10bc17569022413d839ca9f4d94f26c8,EVT_023,PURCHASE_ATTEMPT,SUCCESS,2025-12-15 13:00:46.640398,2,389.0,389,0.0,f72f5b8327ca0cbe5949bf8c64d3c512,False,0,0,20
0x56ad4292f54145c6acb0079f7e4dcc53a971afe9,0xb3c26e7cfc7e4422a5d4d2f02f89b79f,EVT_025,PURCHASE,SUCCESS,2025-12-15 13:04:17.640405,3,466.0,466,0.0,8de6cb77c4d56d9035ce80ac2120c21b,False,0,0,0
0xb8da93e2454b432ca02d1de5d595a8dbf1d29c23,0x28957a07b3c540579513c423374dcb5f,EVT_043,PURCHASE,SUCCESS,2025-12-15 13:06:49.640457,2,285.0,285,0.0,81018f6fab7729dd04a0f7514c9761b2,False,0,0,0
0x409317b4274a442ea10756712f251424c0721788,0x43b06d8b220049689958c42ec5e2600c,EVT_048,RESALE_LISTING,SUCCESS,2025-12-15 13:08:29.645973,2,388.05,177,119.24,ff9b0e210b59f98ad042798bcd3f9581,True,1,0,30
0x4a95ceb46c734e4e92ef438b31a711a32f74f04d,0xe3858c8a3a9344c4b840c1f11a3632f6,EVT_047,PURCHASE,SUCCESS,2025-12-15 13:09:12.645969,3,382.0,382,0.0,30ef5f711dc11b8a70114c3c8812a1b1,False,0,0,0
0x40ca328562ea477fa9bc3aec91e55f00fe03bebf,0xf456e55ad5724e43a6b6acd6d2ca4a29,EVT_010,PURCHASE,SUCCESS,2025-12-15 13:22:50.640350,2,144.0,144,0.0,e41293998e5b04f7b9983015279fe25d,False,0,0,0
0xd195369040f846c28154e65c8cc6727c3499b8f2,0xd25591922c504d1fa8b9ea4fbbcb9e36,EVT_006,PURCHASE,SUCCESS,2025-12-15 13:32:57.640338,4,78.0,78,0.0,a37ad56185be94aac185381b008e2109,False,0,0,0
0xf8b0d5fa8cfa4ea7b85725a95d26e3377655aa73,0xb6c6528a14424f13875303a62c313b29,EVT_042,PURCHASE,SUCCESS,2025-12-15 14:16:42.640454,1,142.0,142,0.0,7fba9495f90ec676153d3c3865a1a0a7,False,0,0,0
0x2decd4f83136476d8e45982be6341a98fcc4b45c,0x3643415cc07840d4a29fd0d1fa8ba2a1,EVT_030,RESALE_LISTING,SUCCESS,2025-12-15 14:22:10.640420,3,641.69,411,56.13,36e6a4ae7124f85696e580e70f32d259,True,1,0,30
0x008ca89fc6ba4294b6f03ebc6aa1f0697dea5ef6,0x377db31aae894f14a3612754472bdcc8,EVT_041,PURCHASE,SUCCESS,2025-12-15 14:25:03.640451,1,310.0,310,0.0,004f4c78933a194295ede2d0f6e357f9,False,0,0,0
0xba3fbdabc95a48858ec22de543eb93012913e06d,0x6d6f322574b84e7ca1dbdf124689b43f,EVT_006,PURCHASE,SUCCESS,2025-12-15 14:30:24.640338,3,78.0,78,0.0,53b980a3e09ed2bb2e337d20464a0f42,False,0,0,0
0x8262534d8e9640f4bd32e4e6b15ffbec7253944e,0x469484b671274695a33cd0ffe34f82fa,EVT_015,PURCHASE,SUCCESS,2025-12-15 14:34:29.640372,2,249.0,249,0.0,885c635e5c9d6a8505acecaac2d6e720,False,0,0,0
0x3e006e1198ba483e8a3a359827e713056dc03b34,0xd5b3fcd5bf4a4ed3bf55b5fd0017adfe,EVT_036,PURCHASE_ATTEMPT,FAILED,2025-12-15 14:38:55.640437,15,230.0,230,0.0,63326598b8b4c06573e43f8ac9c366d3,False,1,1,100
0xcd8d667efe4343408c492188b48ca200b37b7410,0x56df4520690c472ebb3ee3ecfcb5228c,EVT_023,PURCHASE_ATTEMPT,SUCCESS,2025-12-15 14:40:47.640398,4,389.0,389,0.0,f181c9b02900ab5164b54d1752631ba5,False,0,0,20
0x30f537c01a24465fa458dd6365b86b9dde3dd847,0x1c701158a06b4266b742b4a259c4e8bd,EVT_048,PURCHASE,SUCCESS,2025-12-15 14:41:11.645973,2,177.0,177,0.0,adeef798b30b311afb4b24f7297c16d6,False,0,0,0
0xb5f1e1ed8d8f4e93b8e9cafdbeae4b5641111203,0x7454e8539fa24653889dd93b8d8ffcbb,EVT_029,PURCHASE,SUCCESS,2025-12-15 14:43:04.640417,1,228.0,228,0.0,b941af05eb13d8b6b30940a5bc09b775,False,0,0,0
0x62ea034eb56f48ad98ad0953c16ad8aa43504807,0x424a1e841b3048e785a9ccd68b7acdb7,EVT_015,PURCHASE,SUCCESS,2025-12-15 14:43:58.640372,2,249.0,249,0.0,d2672c406de3311f1aacb66fc2ae194f,False,0,0,0
0xcba898fbc6f94e149865608d35b3dfc08f0fcacd,0x88fa84adc8cc4f6e8a74e80129c2ff2a,EVT_049,PURCHASE,SUCCESS,2025-12-15 14:51:14.645976,2,271.0,271,0.0,6192aa6604a818e459569586dac8ea78,False,0,0,0
0xa38ece2d3e19499797c4afcbee22af20554bbcdb,0x26377468b1914347ad6baae614102be6,EVT_031,PURCHASE,SUCCESS,2025-12-15 14:51:55.640423,4,173.0,173,0.0,ea87abb8eeb4a3eb1eecf6e2461df72e,False,0,0,0
0x9be1b50bf2814e508c64f83192538170db1becfb,0x578bee9766704a09ba9a7cc42c15fa90,EVT_029,PURCHASE,SUCCESS,2025-12-15 14:52:02.640417,4,228.0,228,0.0,69e6bd0b4331929fd6ad484b140ec106,False,0,0,0
0x291f4415219e4abd81e380e43db23b8c89726c7c,0xe16bb67b532243178ccf5c43d21cc1c2,EVT_046,PURCHASE,SUCCESS,2025-12-15 15:27:14.645939,2,81.0,81,0.0,e93ae5ce8a74c1b56571537811a4c151,False,0,0,0
0x3dbeec39d5da4ca38f4feef70b384f216357acb3,0xf8562844f846474fa309518c5079ce3b,EVT_029,PURCHASE,SUCCESS,2025-12-15 15:27:43.640417,3,228.0,228,0.0,0ccc4faba229899f9554bb5d2741cc66,False,0,0,0
0x34d6ce34222c43eba29fc2ac93f29d94447ab446,0xd4f446ce44244a3d9b0c8b3dfcf97fdb,EVT_009,PURCHASE,SUCCESS,2025-12-15 15:27:52.640347,3,141.0,141,0.0,ea5ee7686d314193ace38af02b7040d3,False,0,0,0
0x155bb34b348d4869bcb67d7ff3168609c9c53c68,0x4761c394abed43bcb8b08a2cf6bea8af,EVT_009,PURCHASE,SUCCESS,2025-12-15 15:29:37.640347,3,141.0,141,0.0,c5139c68c620683468d442685946cf30,False,0,0,0
0x2a53326db7d846c7a214a81bf8ae9fe997c85b26,0x9db96890b1bf4b028c1145017f9c9fd4,EVT_025,PURCHASE,SUCCESS,2025-12-15 15:35:04.640405,3,466.0,466,0.0,b16c4aeba4697de885376112ef997c7a,False,0,0,0
0x3207b007dca741d6acb0daab8be41645a0c89065,0xf8df331632e24b5cb9ff9863986c9d4b,EVT_049,PURCHASE,SUCCESS,2025-12-15 15:41:55.645976,3,271.0,271,0.0,f915c69d0b257f7bca6b0f53d67a4be1,False,0,0,0
0x6a6908098c7849e8aec35b9bec19555e20c8f5fa,0x045e5a3038cb48a6929eb498ffea1768,EVT_023,RESALE_LISTING,SUCCESS,2025-12-15 15:48:24.640398,2,607.75,389,56.23,965c9810595595f1d9ee2ec2cf5393e9,True,1,0,30
0x4b71b8c2244c4b7785ea01dfe125ef7a1189b71e,0x34ab8756a7374ffba2a5e5a3ba3fed8f,EVT_048,PURCHASE,SUCCESS,2025-12-15 15:48:30.645973,1,177.0,177,0.0,29efd85fa584a40905fb834da1b6f684,False,0,0,0
0xfe7d76d218f241f6a31d30c13a74f3332ae867f5,0xfd83b9252c1f41788ae99f79d3469fef,EVT_028,PURCHASE,SUCCESS,2025-12-15 15:48:53.640414,1,215.0,215,0.0,b70556c6be616a7167deb4990bb25646,False,0,0,0
0x97326438b2cb40608f5c469d31e37f9dd035be6a,0x1abb2e07e28540088b405d46f49149cf,EVT_029,PURCHASE,SUCCESS,2025-12-15 15:57:32.640417,1,228.0,228,0.0,89305fe75f6908926755731925d9a5ed,False,0,0,0
0x64425fce2ec14ba988e71f8c8b5b2316490b6349,0x9567e4fe1f3040bda8c5d60ee2e98a8e,EVT_032,PURCHASE,SUCCESS,2025-12-15 16:13:27.640425,2,127.0,127,0.0,2ab1d37b0e188b7d3e43e0f58540f575,False,0,0,0
0x89cb40002a2a4620b85c7528238cf24fa7b1338f,0xb4a97baa07a54f29b7db849150d75e85,EVT_029,PURCHASE,SUCCESS,2025-12-15 16:14:26.640417,3,228.0,228,0.0,d21b828bd76a9bf273be9a7bfa6a9cdf,False,0,0,0
0xdb3641a31b204b09b46d7c14fb09d42bb5489cd1,0x89598cbb938f4b11ae1b5d7123c4a575,EVT_043,PURCHASE,SUCCESS,2025-12-15 16:15:55.640457,3,285.0,285,0.0,a28b4b74ce2499f9113ad642f298c077,False,0,0,0
0x5b5caf5952a2454fa8ffbbe4615d2aa11006c9da,0x370f883ffe3740dd9cb8736e5a27bb69,EVT_018,PURCHASE,SUCCESS,2025-12-15 16:22:48.640383,1,365.0,365,0.0,fb2a3742718282eb59fdabbb13ab7ca2,False,0,0,0
0x1b1735ebe775437c8b554323120e7289db470324,0x1edae27de4354bbb8d6063d74ba82534,EVT_013,RESALE_LISTING,SUCCESS,2025-12-15 16:24:59.640360,4,220.09,64,243.89,a46cf2b9e5da1bcd58569ea06c3fed1a,True,1,0,30
0xa0cd3172f5e44e13a5bc4ceb1d1588e92488865d,0x58bb508882b848ed94292b591dfcacbe,EVT_018,PURCHASE,SUCCESS,2025-12-15 16:28:41.640383,3,365.0,365,0.0,b5b4d7628cb92a4a07aa8d6f98a6bfef,False,0,0,0
0xe58095a78b194c8bac7ad63f6117b179aba7386e,0x09c250b8f19f443aa1656a730413bbfa,EVT_018,PURCHASE,SUCCESS,2025-12-15 16:29:12.640383,2,365.0,365,0.0,9a9a039fe659e36a129c7f5b23672cb1,False,0,0,0
0x4ad22808426a4626a391e5ded4a874334576f1e2,0x9a783e37b23041d9ac6c83b368e5f941,EVT_047,PURCHASE,SUCCESS,2025-12-15 16:33:39.645969,3,382.0,382,0.0,8e4684133312156f4f91c5a4fa8c91e0,False,0,0,0
0xc292305b9cab4b838672b91023a4cecae37de0d0,0x049d5a191119413da404cf16a88265a1,EVT_041,RESALE_LISTING,SUCCESS,2025-12-15 16:33:49.640451,2,677.46,310,118.53,45cbc572c310e53632583e8e1979cfc3,True,1,0,30
0xfedc0113a27f4349b20d3ef7378b642c2fe181ba,0x0f344838f00444ef871c3e556413e4ce,EVT_010,PURCHASE,SUCCESS,2025-12-15 16:49:04.640350,4,144.0,144,0.0,6e10fad611e1382de911e75ec524d6fb,False,0,0,0
0x76399e306ad04c16a6d662b50523553de791a772,0x2781e0982fe74c0d99287580216c1882,EVT_048,PURCHASE,SUCCESS,2025-12-15 16:56:11.645973,3,177.0,177,0.0,264a3f61f4f1081b57ee7a30c74dfe54,False,0,0,0
0x72126fb0c6ae49a1a0e5c9a16554835237ec8a35,0xd33391b342f94ec9ba558ae5fbb3d634,EVT_005,RESALE_LISTING,SUCCESS,2025-12-15 17:02:26.640334,1,314.51,135,132.97,682e155a93b6659df8093aada5a17dad,True,1,0,30
0x7b04d53ea7e54263a76057e55361a5d0828d1347,0x0ebf024da2604c76a52c47da1892ad51,EVT_023,PURCHASE,SUCCESS,2025-12-15 17:07:27.640398,4,389.0,389,0.0,0580b1ec878e51505e443162f5ecd46e,False,0,0,0
0x9760cfb20f394c0691c4ac3575a21ddece74f987,0x42a852e0df9d4de3a0285ce22f301bed,EVT_018,PURCHASE,SUCCESS,2025-12-15 17:10:50.640383,4,365.0,365,0.0,7dfab462a092f0be3cc109806a9299ba,False,0,0,0
0xce5e6541554040979403e83d24975c2507afbe5d,0x3f0c9b1ae8ea4397900185f0b167ddc7,EVT_048,PURCHASE,SUCCESS,2025-12-15 17:12:17.645973,3,177.0,177,0.0,2ae8d0078c83433b844c6fd34a57e16d,False,0,0,0
0x98b3c86348334276a22c6e9af89b12afc935e583,0xa33d428b90254072aea0b895bb9c57b2,EVT_010,PURCHASE,SUCCESS,2025-12-15 17:23:04.640350,3,144.0,144,0.0,6c653c698caa1f1cf42dbeca3a2c0731,False,0,0,0
0xf6c494a0d07d438da8e9f6a92aa9e118ba502e08,0x42d5ca7923c24312a29609d8eb06c27e,EVT_048,PURCHASE,SUCCESS,2025-12-15 17:27:20.645973,2,177.0,177,0.0,0c0760bda6dd55520a380f7d3f9cd125,False,0,0,0
0x4935c4f15c7441d3b23fc8dc0b81ab6b39221e4d,0xd5944ec5d4c54356befb140afa86b3c3,EVT_020,PURCHASE,SUCCESS,2025-12-15 17:29:53.640390,1,154.0,154,0.0,24f766ba07c1488015982704c0ce6050,False,0,0,0
0xb1ffb9ce429b4f83a6eadc8f9c53c7f873e2335a,0xe7008ba7731b4b20a9f020840495804b,EVT_008,PURCHASE,SUCCESS,2025-12-15 17:31:14.640344,1,474.0,474,0.0,e45bcbcc636964fbd02078eed5638a3e,False,0,0,0
0x2429547f56fb4dc6afd71733314b94bf7009157f,0xdc5c8632d1434698b31d21c1785a2d2b,EVT_020,PURCHASE,SUCCESS,2025-12-15 17:44:28.640390,2,154.0,154,0.0,1ba4254dfd85b4b0e0836a2a61e1cab8,False,0,0,0
0x19d1dc287738467fbed89ce9a844d747fa82e273,0x9c436a69273b4feaa78a5bc1cea01309,EVT_001,PURCHASE,SUCCESS,2025-12-15 17:55:58.640309,1,214.0,214,0.0,5b43be223455433faca613ee881aaf4c,False,0,0,0
0xc88dc6c5abd341898559e7ff47d1aa66d4a10dc8,0xd44445fa8d4846aca57a63e9b4fdada3,EVT_011,PURCHASE,SUCCESS,2025-12-15 18:11:29.640354,3,272.0,272,0.0,22485f594db41712271e39b0d93523f6,False,0,0,0
0xe24ac981d07c450faf491d3ca2da9d17aef4e31b,0xeed0a18d04ef4a83b140f098927b1364,EVT_023,PURCHASE,SUCCESS,2025-12-15 18:26:19.640398,4,389.0,389,0.0,d8ce6cbcfeeef93b7b749119afd3297b,False,0,0,0
0xd9bbc78996434275a8a83f41b40b516d1978504f,0xb2f36008a41f4a0399b75bf4d9e8f41d,EVT_034,PURCHASE,SUCCESS,2025-12-15 18:34:53.640431,1,498.0,498,0.0,f678f560dd5d267b68eba9988e418310,False,0,0,0
0x514ee0a5c28d4e7591d552c2a9fbe9c0426f525c,0xc58597066ef04749a6152f775a934984,EVT_032,PURCHASE,SUCCESS,2025-12-15 18:38:50.640425,4,127.0,127,0.0,826acd369ff86238ac66693603f9c2a4,False,0,0,0
0x29dbb1fbe39240ee9f9e29aca8c02d85d6c665d4,0x88db646a74504105a502ffc5cb2f4746,EVT_018,RESALE_LISTING,SUCCESS,2025-12-15 18:40:16.640383,3,702.28,365,92.41,d5e19893592654b9897d931d40810bbb,True,1,0,30
0xb1384690d6214a9d839eb0e6f96e0f35e123a6d1,0xf18772632793492dac04b9f947c52e19,EVT_001,PURCHASE,SUCCESS,2025-12-15 18:41:15.640309,2,214.0,214,0.0,e70a6e87e59b9c188a3ae8a3ff6d0afd,False,0,0,0
0x38128e6c583d40179fd93a0eb60c72994f3602b6,0x61ff2e0e9eb74e1d99a0cc4694c71ebc,EVT_027,PURCHASE_ATTEMPT,SUCCESS,2025-12-15 18:46:40.640411,5,196.0,196,0.0,76c8505557be4872b291085839f207e2,False,0,0,20
0x5dee8dae6d204b9b825b1a78b8424670bb373a76,0x8a01d59d0e7c4aa3b8290ae7305980b4,EVT_041,PURCHASE,SUCCESS,2025-12-15 18:56:16.640451,4,310.0,310,0.0,bc663b546155a9d2636f9c404a042776,False,0,0,0
0xc5364241c3ea4d55b78da1f2a357a7c4fe9b0bf9,0x8d7cf5ce92274c49866e44e9150fdbd3,EVT_023,PURCHASE_ATTEMPT,SUCCESS,2025-12-15 19:01:02.640398,10,389.0,389,0.0,a64769f50a676d99a08c95afea2aacf9,False,0,1,70
0x924f6ccc7dc649c4af20b5340540c3cfc2b2b983,0xa52db79e58044e6aa7807329c22da3c8,EVT_015,PURCHASE,SUCCESS,2025-12-15 19:10:00.640372,3,249.0,249,0.0,fbd2bd2e81660a0abc73c9d6fb2689dc,False,0,0,0
0x8a1c6b4726b24120b025b58aa1c03d7fcde987be,0xdd43efd937e645828605103071279b49,EVT_021,PURCHASE,SUCCESS,2025-12-15 19:15:03.640393,3,93.0,93,0.0,937ac8569c9e305e04018c8851504769,False,0,0,0
0x223f944d49d74d2898e7c3542b9c6502fda9d185,0xf76246f9a7d5414791bb3dc1365c7d6a,EVT_015,PURCHASE,SUCCESS,2025-12-15 19:20:04.640372,3,249.0,249,0.0,6823026475c1f5e6817e13e704f51a5f,False,0,0,0
0xf9355496887b4eaba5cb0c78844b0453149591ec,0x9f6a626b45cd41b4bd59519289c850cf,EVT_027,PURCHASE,SUCCESS,2025-12-15 19:21:55.640411,3,196.0,196,0.0,50c34b1c2711a4dfff527120edfccd3c,False,0,0,0
0xc718ca249c0148bdb493e04c15a37922fcd2f5b1,0x608bfff9a5f645b1bf055ef19f1dd333,EVT_020,PURCHASE,SUCCESS,2025-12-15 19:39:34.640390,4,154.0,154,0.0,92d7f1bba293de534d43371a60157c58,False,0,0,0
0xb5cd2c16ee2e495d986b4a24a4fb8a17c5a1b753,0x8263d1b2b7d949c6956e073f574e7864,EVT_036,PURCHASE,SUCCESS,2025-12-15 19:44:09.640437,4,230.0,230,0.0,bd61cefcec13b724710640303e73dddc,False,0,0,0
0x75544d78741047869ab4c6c25edd01842812788b,0x275cfa31822d47ee91c95484da8812b1,EVT_023,PURCHASE,SUCCESS,2025-12-15 19:46:44.640398,3,389.0,389,0.0,fc3170c3a6a09c2a583c75581e34c482,False,0,0,0
0x277c15db893d4709855d4c10b2e7014db1f5c634,0xa50eb63231e64c83829164af3c3c1150,EVT_006,PURCHASE,SUCCESS,2025-12-15 19:51:28.640338,3,78.0,78,0.0,2834c9cb53414a7b46dfe23872fe10fd,False,0,0,0
0x346c179a02e440ca910e3e08f14a9243e89a8a29,0xb177ad5643fc4e7096c249414250faeb,EVT_034,PURCHASE,SUCCESS,2025-12-15 19:55:06.640431,1,498.0,498,0.0,5d27df1ce5f94d754ebca37e818eaa38,False,0,0,0
0xabdd54aed3b3494eb8774b080b031ae36262b010,0x2407217fae56449ca75141e1adcebb88,EVT_031,PURCHASE,SUCCESS,2025-12-15 19:57:24.640423,4,173.0,173,0.0,9b1e3a031ef199a04ea1b1864909fdb8,False,0,0,0
0x3cc10a5a75964e67acdbb27dff91eedeb41bd2f5,0x5a7cb2494ed94eb7902206458de43932,EVT_041,PURCHASE,SUCCESS,2025-12-15 20:09:53.640451,4,310.0,310,0.0,4250227fc8f9cf2af7235dd1d507d7e6,False,0,0,0
0x594d26e2c8b648218bfc98532205223a3e42b72a,0xd5b3fcd5bf4a4ed3bf55b5fd0017adfe,EVT_036,PURCHASE_ATTEMPT,FAILED,2025-12-15 20:16:18.640437,4,230.0,230,0.0,bb7d8933bc015796b1de43dd6285a16d,False,0,1,70
0x76a7ca1a4e7e41649cb6ece9ed3b31be4f786e19,0xf46756b3be754d5a8a58e9b38486f8e1,EVT_046,PURCHASE,SUCCESS,2025-12-15 20:16:40.645939,1,81.0,81,0.0,98d937d06c636ca690b723c3c08ec700,False,0,0,0
0xf4beb461068847e2b630d3177a970ff8f0505378,0x1d120a62a79444089fa394af8a50cbf0,EVT_036,PURCHASE_ATTEMPT,FAILED,2025-12-15 20:23:45.640437,7,230.0,230,0.0,be9e6cc73ef48542a3937128b008de70,False,0,1,70
0xd72330ffb53b4b5fb03833ce8a51c86e915d57ee,0x4a2586cc656e40679b71e23e2a7305a7,EVT_049,PURCHASE,SUCCESS,2025-12-15 20:26:43.645976,2,271.0,271,0.0,9821db67a96dd4cbbb1a2a0aa429a178,False,0,0,0
0x8128261183284617b9fb2fadbe751a173df560e0,0x573e3f28b2bb403f961516d61aa8a26a,EVT_021,PURCHASE,SUCCESS,2025-12-15 20:39:21.640393,2,93.0,93,0.0,f1d95df1a7e4c1a2e8a0175367c5c550,False,0,0,0
0x8520b23713054f9682bd6c9507f6c86f8559d34d,0x7150fd67ce27439c8f9a792442285998,EVT_046,PURCHASE,SUCCESS,2025-12-15 20:39:41.645939,1,81.0,81,0.0,c76d801377c5b5db3c9a3595165e0d95,False,0,0,0
0x0298c1ea7ddf476a8c72d3ded8abf4fc9ea25327,0x82b06fc4f6904590a144aa8dadfd957d,EVT_029,PURCHASE,SUCCESS,2025-12-15 20:43:22.640417,4,228.0,228,0.0,806702fc81b25f6a4c00dd5586f2d6cb,False,0,0,0
0x3b67a04ceeb94fb0b5730f9614d839fe75b908e3,0x790e06f3301540d48e67500c9a981fe0,EVT_008,PURCHASE,SUCCESS,2025-12-15 21:05:49.640344,4,474.0,474,0.0,6cbe676d300ce3d6d059ea5866a398d2,False,0,0,0
0x54f3169319d34b97bb22169dc9f1706f9963cdc2,0x099bc262904549a48742a8f0ba540a06,EVT_025,PURCHASE,SUCCESS,2025-12-15 21:07:29.640405,3,466.0,466,0.0,10c6ed82d6badf5be83befc9b1544869,False,0,0,0
0x2a8c88eb9c1a486bb4eb8600ea875b86b6f4d684,0x8de58174460f438597c739b80c351eff,EVT_018,PURCHASE,SUCCESS,2025-12-15 21:18:50.640383,4,365.0,365,0.0,01e51c251b60d71d1adf283237529285,False,0,0,0
0x280cd3795a144b768ec6fba1cb2218c54d63f045,0x7aabc71977524ec191570ef8633299fe,EVT_011,PURCHASE_ATTEMPT,FAILED,2025-12-15 21:19:23.640354,13,272.0,272,0.0,ca41df96bac2bd71b883a9c6b1d5829e,False,1,1,100
0xa089c72080614a30bf81841b2d051435b6b7f87e,0xfd8346ff63bf4c21a1bfc80cf5371c4d,EVT_041,PURCHASE_ATTEMPT,SUCCESS,2025-12-15 21:23:54.640451,3,310.0,310,0.0,d8f58fab520f20d4bf95ec3f556fb0c9,False,0,0,20
0xf5ad2daeeb474ac48f975e2516575cb88926f758,0x216d4934fef949748d579da01c5def9a,EVT_025,PURCHASE,SUCCESS,2025-12-15 21:38:22.640405,2,466.0,466,0.0,c30cd8c967c9fdd2100cb46992d98836,False,0,0,0
0xd69533c9235c4287a4a9e4f61bd408ac03c5adbb,0x6e45d1f28c544764b7c70815350a90df,EVT_027,PURCHASE_ATTEMPT,SUCCESS,2025-12-15 21:48:47.640411,17,196.0,196,0.0,80b9b5420bc5d20e8fd8ecb477f95493,False,1,1,100
0x27892fe96f7049449f95552e190218e357648f04,0xf679770577de451194d05f1106486e42,EVT_030,PURCHASE,SUCCESS,2025-12-15 21:51:32.640420,3,411.0,411,0.0,fe68b341afee99e7e147bb3a0dacfa36,False,0,0,0
0xba705e2d146d417db6a35e75694053eff855231a,0x026af36aa5d4458ab6161b7addbb4749,EVT_048,PURCHASE,SUCCESS,2025-12-15 21:55:51.645973,4,177.0,177,0.0,d3c566ef97d92178a35653c39dbdcfa6,False,0,0,0
0xac21630dac4c465687a55abdf0103ff7a7db9b48,0x3e796e5fab684909a77d5e90b1a61546,EVT_028,PURCHASE_ATTEMPT,SUCCESS,2025-12-15 21:56:23.640414,19,215.0,215,0.0,00c1725aa2d53c3d9c59c08b52747e9a,False,1,1,100
0x5f2189e7f94d4a21bf91293a148d139be8c608e2,0x1387c59659c242d49980548658d59c0d,EVT_020,PURCHASE,SUCCESS,2025-12-15 22:03:45.640390,2,154.0,154,0.0,3f7330af5dc20fd6d9e806a31f408688,False,0,0,0
0x80821207dfe0422ba54600b25cc695cba3d4afcf,0x91b6ac553b7646458f9689bee77048f1,EVT_036,PURCHASE,SUCCESS,2025-12-15 22:09:38.640437,1,230.0,230,0.0,0fdf16cc0c5d443a64d753a90e33d196,False,0,0,0
0x31be7878163040dbab1514b7f337f4f8cd8a0f82,0x192ec2eb153242dca49901c722b40d59,EVT_020,PURCHASE,SUCCESS,2025-12-15 22:21:26.640390,3,154.0,154,0.0,a5fc297af29acbf218be49498f268db6,False,0,0,0
